record_id,true_label,lstm_prediction,lstm_confidence,lstm_category,mp_prediction,mp_confidence,mp_category
47,0,0,0.844133734703064,High (≥0.8),0,0.8128691264186292,High (≥0.8)
56,0,0,0.8597086071968079,High (≥0.8),0,0.5223633356492121,Low (<0.6)
147,0,0,0.8667056560516357,High (≥0.8),1,0.5645322082912919,Low (<0.6)
231,0,0,0.8436492681503296,High (≥0.8),0,0.5861086435813907,Low (<0.6)
250,0,0,0.8237060308456421,High (≥0.8),0,0.8351859665292829,High (≥0.8)
275,0,0,0.8481766581535339,High (≥0.8),0,0.6868631592784618,Medium (0.6-0.8)
304,0,0,0.8692438006401062,High (≥0.8),1,0.9143249139539776,High (≥0.8)
318,1,0,0.8466865420341492,High (≥0.8),1,0.5898875112154895,Low (<0.6)
406,0,0,0.8433423042297363,High (≥0.8),0,0.7769632195427822,Medium (0.6-0.8)
411,0,0,0.8380665183067322,High (≥0.8),0,0.5862261233796255,Low (<0.6)
412,0,0,0.8050951361656189,High (≥0.8),0,0.9594635882719149,High (≥0.8)
511,0,0,0.8119630813598633,High (≥0.8),0,0.5911419491056082,Low (<0.6)
536,0,0,0.8422591686248779,High (≥0.8),0,0.5223633356492121,Low (<0.6)
539,0,0,0.8481401205062866,High (≥0.8),0,0.8506888003042068,High (≥0.8)
570,1,0,0.8630070686340332,High (≥0.8),1,0.8231209901065888,High (≥0.8)
623,0,0,0.8592580556869507,High (≥0.8),0,0.9652563717534041,High (≥0.8)
768,0,0,0.8290821313858032,High (≥0.8),0,0.8853054523141503,High (≥0.8)
773,1,0,0.8474677205085754,High (≥0.8),1,0.8664449828211497,High (≥0.8)
1100,0,0,0.8513433337211609,High (≥0.8),0,0.9288841097227999,High (≥0.8)
1126,0,0,0.8388328552246094,High (≥0.8),0,0.7625469901719082,Medium (0.6-0.8)
1167,0,0,0.862951397895813,High (≥0.8),0,0.7743139172436351,Medium (0.6-0.8)
1177,0,0,0.8630260229110718,High (≥0.8),0,0.9862664356014851,High (≥0.8)
1258,0,0,0.8412103652954102,High (≥0.8),0,0.5271793587822511,Low (<0.6)
1274,1,0,0.8465467691421509,High (≥0.8),0,0.8182263356185113,High (≥0.8)
1275,0,0,0.8640686273574829,High (≥0.8),0,0.8716498130041814,High (≥0.8)
1355,0,0,0.8334564566612244,High (≥0.8),0,0.751041729721141,Medium (0.6-0.8)
1388,0,0,0.856838047504425,High (≥0.8),0,0.5496522750767905,Low (<0.6)
1407,0,0,0.8313458561897278,High (≥0.8),0,0.69563219947257,Medium (0.6-0.8)
1474,0,0,0.8694799542427063,High (≥0.8),0,0.7758273775854183,Medium (0.6-0.8)
1509,0,0,0.8108840584754944,High (≥0.8),0,0.5911419491056082,Low (<0.6)
1561,0,0,0.8185632824897766,High (≥0.8),0,0.9731258432626798,High (≥0.8)
1611,1,0,0.8456516861915588,High (≥0.8),1,0.639935727968988,Medium (0.6-0.8)
1617,0,0,0.8505967855453491,High (≥0.8),0,0.864902130449681,High (≥0.8)
1660,0,0,0.8385598063468933,High (≥0.8),0,0.8434506447694099,High (≥0.8)
1778,0,0,0.8492525815963745,High (≥0.8),0,0.8227800802992895,High (≥0.8)
1810,1,0,0.8564205765724182,High (≥0.8),0,0.8488079920810432,High (≥0.8)
1851,0,0,0.8299001455307007,High (≥0.8),0,0.9908943360021154,High (≥0.8)
48,0,0,0.8394815921783447,High (≥0.8),1,0.5645322082912921,Low (<0.6)
51,0,0,0.8552674651145935,High (≥0.8),0,0.9761413471712661,High (≥0.8)
84,0,0,0.8578229546546936,High (≥0.8),0,0.8351508827337898,High (≥0.8)
211,0,0,0.8440524935722351,High (≥0.8),0,0.8356002420198135,High (≥0.8)
248,0,0,0.8666974902153015,High (≥0.8),0,0.9280335992722978,High (≥0.8)
268,0,0,0.85499507188797,High (≥0.8),0,0.5223633356492121,Low (<0.6)
398,1,0,0.836390495300293,High (≥0.8),0,0.7883088152824629,Medium (0.6-0.8)
401,0,0,0.8656461238861084,High (≥0.8),1,0.5645322082912921,Low (<0.6)
420,0,0,0.8524727821350098,High (≥0.8),0,0.8854388431978175,High (≥0.8)
424,1,0,0.8651172518730164,High (≥0.8),0,0.5496522750767905,Low (<0.6)
