record_id,true_label,lstm_prediction,lstm_confidence,lstm_category,mp_prediction,mp_confidence,mp_category
166,0,0,0.8880826830863953,High (≥0.8),0,0.9982047527948801,High (≥0.8)
173,0,0,0.5124747157096863,Low (<0.6),0,0.9998826643817625,High (≥0.8)
255,0,0,0.7942898869514465,Medium (0.6-0.8),0,0.9686793959014912,High (≥0.8)
290,0,0,0.7980917692184448,Medium (0.6-0.8),0,0.9437626922145305,High (≥0.8)
323,0,0,0.6197525858879089,Medium (0.6-0.8),0,0.9859767935413704,High (≥0.8)
386,0,0,0.8800159096717834,High (≥0.8),0,0.9517079646310073,High (≥0.8)
390,0,0,0.913301944732666,High (≥0.8),0,0.9548490834725409,High (≥0.8)
444,0,0,0.6516458988189697,Medium (0.6-0.8),0,0.5242719164776659,Low (<0.6)
445,0,0,0.722617506980896,Medium (0.6-0.8),0,0.9370673934548576,High (≥0.8)
512,0,0,0.6627095937728882,Medium (0.6-0.8),0,0.9987888541760752,High (≥0.8)
535,0,0,0.8777496814727783,High (≥0.8),0,0.8693601205228402,High (≥0.8)
544,0,0,0.7426725029945374,Medium (0.6-0.8),0,0.9909796634709236,High (≥0.8)
623,0,0,0.8782308101654053,High (≥0.8),0,0.9981252748204295,High (≥0.8)
642,0,0,0.9247308373451233,High (≥0.8),0,0.9949090873219463,High (≥0.8)
680,0,0,0.6946262121200562,Medium (0.6-0.8),0,0.9930675990803429,High (≥0.8)
707,0,0,0.7718280553817749,Medium (0.6-0.8),0,0.9998297333728595,High (≥0.8)
720,0,1,0.7314205169677734,Medium (0.6-0.8),0,0.9561388556625762,High (≥0.8)
1012,0,0,0.8520678281784058,High (≥0.8),0,0.7431662164963844,Medium (0.6-0.8)
1136,0,0,0.7022600173950195,Medium (0.6-0.8),0,0.9913751918122321,High (≥0.8)
1163,0,0,0.7543073892593384,Medium (0.6-0.8),0,0.9984865612491567,High (≥0.8)
1191,1,0,0.7987133860588074,Medium (0.6-0.8),0,0.6901963244267906,Medium (0.6-0.8)
1258,0,0,0.7304986119270325,Medium (0.6-0.8),0,0.9989076197429484,High (≥0.8)
1265,0,1,0.840677797794342,High (≥0.8),0,0.8711347297300316,High (≥0.8)
1334,0,0,0.8949543833732605,High (≥0.8),0,0.9745939984645204,High (≥0.8)
1368,0,0,0.7457334399223328,Medium (0.6-0.8),0,0.9992754397043381,High (≥0.8)
1382,0,0,0.9269888401031494,High (≥0.8),1,0.5346206846628493,Low (<0.6)
1473,0,1,0.6050119400024414,Medium (0.6-0.8),0,0.9930675990803429,High (≥0.8)
1475,0,0,0.7359600067138672,Medium (0.6-0.8),0,0.9415975965808259,High (≥0.8)
1488,0,1,0.608150839805603,Medium (0.6-0.8),0,0.9517079646310073,High (≥0.8)
1502,1,1,0.7255317568778992,Medium (0.6-0.8),0,0.7479214755159458,Medium (0.6-0.8)
1516,0,0,0.7822709083557129,Medium (0.6-0.8),0,0.9988535006022295,High (≥0.8)
1520,0,0,0.7547842860221863,Medium (0.6-0.8),0,0.9983537173379426,High (≥0.8)
1624,0,0,0.5776627063751221,Low (<0.6),0,0.8018596195032238,High (≥0.8)
1645,0,0,0.9252191185951233,High (≥0.8),0,0.9364701790229789,High (≥0.8)
1662,0,0,0.8212068676948547,High (≥0.8),0,0.974069964269125,High (≥0.8)
1753,0,0,0.8255056142807007,High (≥0.8),0,0.9702699415296684,High (≥0.8)
1848,0,1,0.5890432000160217,Low (<0.6),0,0.995485850749221,High (≥0.8)
115,0,0,0.8560419082641602,High (≥0.8),0,0.9935275226095388,High (≥0.8)
130,0,0,0.7997645735740662,Medium (0.6-0.8),1,0.5305691249022347,Low (<0.6)
219,0,0,0.8836748600006104,High (≥0.8),0,0.9792566791621738,High (≥0.8)
247,0,0,0.9015539288520813,High (≥0.8),0,0.9722404687343577,High (≥0.8)
305,0,1,0.5931181907653809,Low (<0.6),0,0.9990255494412686,High (≥0.8)
325,0,0,0.6751812100410461,Medium (0.6-0.8),0,0.9985633240915197,High (≥0.8)
369,0,0,0.8404343724250793,High (≥0.8),1,0.5729568509048847,Low (<0.6)
388,0,0,0.6181592345237732,Medium (0.6-0.8),0,0.999924410904848,High (≥0.8)
411,0,0,0.8743107914924622,High (≥0.8),0,0.9252143670816513,High (≥0.8)
