recordID,0
7,0
47,1
48,1
51,0
56,0
64,0
66,0
68,1
79,0
84,1
92,0
99,0
115,1
121,0
129,1
130,0
140,1
147,1
150,0
154,1
159,1
160,0
166,0
169,0
173,1
182,0
192,0
206,0
211,0
213,0
215,1
219,0
231,0
235,1
243,0
244,0
247,0
248,0
250,0
251,0
255,1
268,0
275,1
282,0
283,0
285,1
290,0
293,1
297,0
299,0
304,0
305,0
306,0
307,0
313,0
318,0
323,0
325,0
328,0
332,0
333,0
339,0
345,0
346,0
351,0
352,0
360,0
367,0
369,0
371,1
380,0
384,0
385,1
386,1
388,0
389,0
390,0
392,1
397,0
398,0
400,0
401,1
403,1
406,0
408,0
411,1
412,0
419,0
420,0
424,0
430,0
436,0
444,0
445,1
454,0
459,0
460,0
470,0
472,0
473,0
475,0
496,0
505,1
507,0
509,0
511,1
512,1
517,0
528,0
531,0
535,1
536,0
539,0
544,0
556,0
557,0
562,0
570,0
571,1
581,1
583,0
608,0
620,0
623,0
642,0
643,0
650,0
664,0
680,0
707,0
711,0
715,0
716,0
717,0
720,0
722,0
755,0
765,1
768,0
773,0
778,0
780,0
795,0
934,0
969,0
970,1
971,0
975,0
988,0
989,1
992,0
998,0
1010,0
1012,0
1015,0
1019,0
1021,0
1024,0
1027,0
1028,1
1029,1
1030,1
1031,1
1035,0
1041,0
1044,0
1046,0
1049,0
1053,0
1059,0
1060,0
1062,1
1068,0
1079,1
1082,0
1084,0
1086,1
1088,0
1096,0
1099,0
1100,0
1108,0
1110,0
1117,0
1120,0
1121,0
1122,0
1123,0
1125,0
1126,0
1130,0
1131,0
1136,0
1139,0
1140,0
1142,1
1146,1
1147,0
1150,0
1153,0
1154,0
1156,0
1163,0
1164,1
1167,1
1176,0
1177,0
1179,0
1190,0
1191,0
1192,0
1196,0
1201,1
1207,0
1213,0
1231,0
1232,0
1233,0
1234,0
1241,0
1248,1
1249,0
1257,0
1258,1
1264,0
1265,0
1270,1
1273,1
1274,0
1275,0
1280,0
1281,0
1285,1
1286,1
1297,0
1303,0
1305,0
1306,0
1308,0
1311,0
1315,0
1317,0
1321,1
1326,1
1334,0
1340,0
1355,1
1357,1
1368,0
1382,0
1387,0
1388,0
1403,0
1407,0
1409,0
1411,0
1412,0
1413,0
1418,0
1423,0
1425,0
1429,0
1432,0
1433,0
1434,0
1435,1
1443,0
1449,0
1454,0
1462,0
1465,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1486,0
1488,0
1494,0
1495,0
1497,1
1499,0
1502,0
1504,0
1505,0
1509,0
1510,0
1516,0
1517,0
1520,0
1528,0
1530,1
1540,0
1553,1
1554,0
1556,0
1557,0
1560,0
1561,0
1571,0
1573,0
1574,0
1575,0
1581,0
1582,0
1585,0
1587,1
1592,0
1593,0
1602,0
1603,0
1604,1
1605,0
1611,0
1612,1
1613,0
1617,0
1621,0
1624,0
1637,0
1638,1
1640,0
1645,0
1647,0
1648,0
1649,0
1655,1
1656,0
1657,1
1660,0
1662,0
1673,0
1675,0
1678,1
1684,0
1687,0
1688,0
1689,0
1696,0
1700,0
1704,0
1714,1
1717,0
1721,0
1727,0
1730,0
1734,1
1738,0
1739,0
1749,0
1751,1
1753,0
1754,1
1756,0
1777,1
1778,0
1782,1
1783,0
1794,0
1802,0
1810,0
1812,0
1825,1
1830,1
1832,1
1836,0
1838,1
1841,0
1848,0
1849,0
1851,1
1857,0
1863,1
1879,0
1881,0
1882,0
1932,0
1946,0
1949,0
1950,0
1952,1
1954,1
1956,0
1965,0
1975,0
1976,1
1985,0
1987,0
1989,0
2003,0
2007,0
2016,0
2017,0
2023,1
2024,1
2025,0
2027,0
2028,0
2029,0
2036,0
2037,0
2041,0
2042,0
2045,1
2047,0
2048,0
2051,0
2055,0
2062,0
2067,0
2101,0
2114,0
2118,0
2122,1
2126,0
2127,0
2128,0
2134,0
2135,0
2139,0
2140,0
2141,0
2145,1
2147,0
2157,0
2161,0
2168,0
2169,0
2170,0
2175,0
2176,1
2180,0
2191,0
2193,0
2195,0
2197,0
2209,0
2216,0
2218,0
2226,0
2236,0
2250,0
2260,0
2274,0
2276,0
2286,0
2288,0
2293,0
2295,0
2296,0
2297,0
2300,0
2302,0
2303,0
2304,0
2311,0
2312,0
2315,0
2319,0
2331,0
2332,0
2338,0
2339,0
2342,0
2344,0
2345,0
2348,0
2350,0
2358,0
2359,0
2360,1
2362,0
2371,0
2374,0
2387,0
2390,0
2399,0
2409,0
2413,0
2414,0
2415,0
2419,0
2428,0
2440,0
2444,0
2445,0
2446,0
2450,0
2451,0
2452,0
2454,0
2462,0
2463,0
2467,0
2469,0
2472,0
2473,0
2474,0
2476,0
2479,0
2483,0
2484,0
2490,0
2491,0
2492,0
2493,0
2497,0
2498,0
2499,0
2704,0
2502,0
2503,0
2507,0
2508,0
2516,0
2518,0
2524,0
2527,0
2536,0
2547,0
2548,0
2551,0
2552,0
2559,0
2562,0
2563,0
2566,0
2570,0
2572,0
2574,0
2575,0
2576,0
2577,0
2579,0
2583,0
2584,0
2587,0
2588,0
2595,0
2599,1
2602,0
2605,0
2610,0
2613,1
2615,0
2616,0
2624,0
2630,0
2631,0
2642,1
2658,0
2659,0
2667,0
2669,0
2674,0
2678,0
2683,1
2687,0
2691,0
2700,0
