recordID,0
7,0
47,0
48,0
51,0
56,0
64,0
66,0
68,0
79,0
84,0
92,0
99,0
115,0
121,0
129,0
130,1
140,0
147,0
150,0
154,0
159,0
160,0
166,0
169,0
173,0
182,0
192,0
206,0
211,0
213,0
215,0
219,0
231,0
235,0
243,0
244,0
247,0
248,0
250,0
251,0
255,0
268,0
275,0
282,0
283,1
285,0
290,0
293,0
297,1
299,0
304,0
305,0
306,1
307,1
313,0
318,1
323,0
325,0
328,0
332,0
333,0
339,0
345,1
346,0
351,0
352,0
360,1
367,0
369,1
371,0
380,0
384,0
385,0
386,0
388,0
389,0
390,0
392,0
397,0
398,1
400,1
401,0
403,0
406,0
408,0
411,0
412,0
419,0
420,0
424,1
430,0
436,0
444,0
445,0
454,0
459,1
460,0
470,0
472,0
473,0
475,1
496,0
505,0
507,0
509,0
511,0
512,0
517,0
528,0
531,0
535,0
536,0
539,0
544,0
556,1
557,1
562,0
570,1
571,0
581,0
583,0
608,1
620,0
623,0
642,0
643,1
650,0
664,0
680,0
707,0
711,0
715,0
716,1
717,1
720,0
722,0
755,0
765,0
768,0
773,1
778,0
780,0
795,0
934,0
969,1
970,0
971,0
975,1
988,0
989,0
992,0
998,0
1010,0
1012,1
1015,0
1019,0
1021,1
1024,1
1027,0
1028,0
1029,0
1030,0
1031,0
1035,0
1041,0
1044,1
1046,1
1049,0
1053,0
1059,1
1060,1
1062,0
1068,1
1079,0
1082,0
1084,0
1086,0
1088,0
1096,0
1099,0
1100,0
1108,0
1110,0
1117,0
1120,0
1121,0
1122,0
1123,0
1125,0
1126,0
1130,0
1131,0
1136,0
1139,0
1140,0
1142,0
1146,0
1147,0
1150,0
1153,0
1154,0
1156,1
1163,0
1164,0
1167,0
1176,0
1177,0
1179,0
1190,0
1191,0
1192,0
1196,0
1201,0
1207,0
1213,0
1231,0
1232,1
1233,0
1234,0
1241,0
1248,0
1249,0
1257,0
1258,0
1264,0
1265,1
1270,0
1273,0
1274,1
1275,0
1280,0
1281,0
1285,0
1286,0
1297,0
1303,0
1305,0
1306,0
1308,0
1311,0
1315,1
1317,0
1321,0
1326,0
1334,0
1340,0
1355,0
1357,0
1368,0
1382,1
1387,0
1388,0
1403,0
1407,0
1409,0
1411,1
1412,0
1413,0
1418,0
1423,1
1425,0
1429,0
1432,1
1433,0
1434,0
1435,0
1443,0
1449,0
1454,1
1462,0
1465,1
1473,0
1474,0
1475,0
1476,0
1477,1
1478,0
1479,0
1486,0
1488,1
1494,0
1495,0
1497,0
1499,0
1502,0
1504,0
1505,0
1509,0
1510,1
1516,0
1517,0
1520,0
1528,0
1530,0
1540,0
1553,0
1554,0
1556,0
1557,0
1560,0
1561,0
1571,0
1573,0
1574,0
1575,0
1581,0
1582,1
1585,0
1587,0
1592,0
1593,0
1602,0
1603,1
1604,0
1605,1
1611,1
1612,0
1613,0
1617,0
1621,0
1624,0
1637,0
1638,0
1640,0
1645,0
1647,0
1648,0
1649,0
1655,0
1656,1
1657,0
1660,0
1662,1
1673,1
1675,1
1678,0
1684,0
1687,0
1688,0
1689,0
1696,0
1700,0
1704,1
1714,0
1717,0
1721,0
1727,0
1730,0
1734,0
1738,1
1739,1
1749,0
1751,0
1753,0
1754,0
1756,1
1777,0
1778,0
1782,0
1783,0
1794,0
1802,0
1810,1
1812,0
1825,0
1830,0
1832,0
1836,0
1838,0
1841,1
1848,0
1849,0
1851,0
1857,0
1863,0
1879,0
1881,0
1882,0
1932,0
1946,1
1949,0
1950,0
1952,0
1954,0
1956,0
1965,0
1975,0
1976,0
1985,1
1987,0
1989,0
2003,0
2007,0
2016,1
2017,1
2023,0
2024,0
2025,0
2027,0
2028,0
2029,0
2036,0
2037,0
2041,0
2042,0
2045,0
2047,0
2048,0
2051,0
2055,0
2062,0
2067,1
2101,0
2114,0
2118,0
2122,0
2126,0
2127,0
2128,0
2134,0
2135,0
2139,0
2140,0
2141,0
2145,0
2147,1
2157,0
2161,0
2168,0
2169,0
2170,1
2175,0
2176,0
2180,0
2191,0
2193,0
2195,0
2197,0
2209,0
2216,0
2218,0
2226,0
2236,0
2250,1
2260,0
2274,0
2276,0
2286,0
2288,0
2293,0
2295,0
2296,0
2297,0
2300,0
2302,0
2303,0
2304,0
2311,0
2312,0
2315,0
2319,0
2331,0
2332,0
2338,0
2339,0
2342,0
2344,0
2345,0
2348,0
2350,0
2358,0
2359,0
2360,0
2362,0
2371,0
2374,0
2387,0
2390,0
2399,0
2409,0
2413,0
2414,0
2415,0
2419,0
2428,0
2440,0
2444,0
2445,0
2446,1
2450,0
2451,0
2452,0
2454,0
2462,1
2463,0
2467,0
2469,0
2472,0
2473,0
2474,0
2476,0
2479,0
2483,0
2484,0
2490,0
2491,1
2492,0
2493,0
2497,0
2498,0
2499,0
2704,0
2502,0
2503,0
2507,0
2508,0
2516,0
2518,0
2524,0
2527,0
2536,0
2547,0
2548,0
2551,0
2552,0
2559,0
2562,0
2563,0
2566,0
2570,0
2572,0
2574,0
2575,0
2576,0
2577,0
2579,0
2583,0
2584,0
2587,0
2588,0
2595,0
2599,0
2602,0
2605,0
2610,0
2613,0
2615,0
2616,0
2624,0
2630,0
2631,0
2642,0
2658,0
2659,0
2667,0
2669,0
2674,0
2678,0
2683,0
2687,0
2691,0
2700,0
